_id,state_id,division_id,parliament_id,assembly_id,party_id,year_id,candidate_id,total_electors,total_votes,margin,margin_percentage,created_by,assembly_no,poll_percentage,type
68bac639ff370da694e26398,6825c30edbda2b3debc751ff,685fd2fe267d3d01c364e64f,68887d5a2c5282412771db45,68876e3f6382aed3fb206598,6823469b436f44ab6db3154e,68774476dff1e9c4616e78dc,68931c8328b5a7a1672702d8,192861,153490,15295,0.1,684ab4dce856ee7729dde255,36,0.796,GEN
68bac639ff370da694e26399,6825c30edbda2b3debc751ff,685fd2fe267d3d01c364e64f,68887d5a2c5282412771db45,68876e3f6382aed3fb206598,6823469b436f44ab6db3154e,6877446edff1e9c4616e78d9,6895b201e35251fb74323c28,180404,136254,6084,0.045,684ab4dce856ee7729dde255,36,0.755,GEN
68bac639ff370da694e2639a,6825c30edbda2b3debc751ff,685fd2fe267d3d01c364e64f,68887d5a2c5282412771db45,68876e3f6382aed3fb206599,6823469b436f44ab6db3154e,68774476dff1e9c4616e78dc,688777c776bc0350acbf5691,196632,143909,21418,0.149,684ab4dce856ee7729dde255,37,0.732,GEN
68bac639ff370da694e2639d,6825c30edbda2b3debc751ff,685fd2fe267d3d01c364e64f,68887d5a2c5282412771db45,68876e3f6382aed3fb206599,6823469b436f44ab6db3154e,6877446edff1e9c4616e78d9,6895b201e35251fb74323c29,185058,134867,141,0.001,684ab4dce856ee7729dde255,37,0.729,GEN
68bac639ff370da694e263a0,6825c30edbda2b3debc751ff,685fd2fe267d3d01c364e64f,68887d5a2c5282412771db47,68876e3f6382aed3fb20659a,68316363fb08f1710d17d2d5,6877446edff1e9c4616e78d9,68931c8328b5a7a1672702f7,189801,134608,22080,0.164,684ab4dce856ee7729dde255,38,0.709,GEN
68bac639ff370da694e263a1,6825c30edbda2b3debc751ff,685fd2fe267d3d01c364e64f,68887d5a2c5282412771db47,68876e3f6382aed3fb20659a,68316363fb08f1710d17d2d5,68774476dff1e9c4616e78dc,68931c8328b5a7a1672702f7,197551,145383,4304,0.03,684ab4dce856ee7729dde255,38,0.736,GEN
68bac639ff370da694e263a2,6825c30edbda2b3debc751ff,685fd2fe267d3d01c364e64f,68887d5a2c5282412771db47,68876e3f6382aed3fb20659b,6823469b436f44ab6db3154e,6877446edff1e9c4616e78d9,688777c776bc0350acbf5693,213489,159678,51765,0.324,684ab4dce856ee7729dde255,39,0.748,GEN
68bac639ff370da694e263a3,6825c30edbda2b3debc751ff,685fd2fe267d3d01c364e64f,68887d5a2c5282412771db47,68876e3f6382aed3fb20659b,6823469b436f44ab6db3154e,68774476dff1e9c4616e78dc,688777c776bc0350acbf5693,225039,166057,26888,0.162,684ab4dce856ee7729dde255,39,0.738,GEN
68bac639ff370da694e263a8,6825c30edbda2b3debc751ff,685fd2fe267d3d01c364e64f,68887d5a2c5282412771db45,68876e3f6382aed3fb20659c,6823469b436f44ab6db3154e,68774476dff1e9c4616e78dc,68931c8328b5a7a1672702ee,227102,145576,8900,0.061,684ab4dce856ee7729dde255,40,0.641,SC
68bac639ff370da694e263a9,6825c30edbda2b3debc751ff,685fd2fe267d3d01c364e64f,68887d5a2c5282412771db45,68876e3f6382aed3fb20659c,6823469b436f44ab6db3154e,6877446edff1e9c4616e78d9,6895b201e35251fb74323c2a,209257,130969,16046,0.123,684ab4dce856ee7729dde255,40,0.626,SC
